Issued_Date,Permit__,Status,Designation,Project_Description,Permit_Type,Address,Valuation,Fees_Paid,Square_Feet,Finaled_Date,ObjectId
2023/01/30 06:00:00+00,2023-01-804,Project Finaled / Closed,Commercial,Electrical service for city traffic signal at Britain Rd and Irving Blvd,Electrical Standalone,"307 E Irving Blvd, A, Irving TX 75060","$3,000.00",$0.00,0,2024/01/08 06:00:00+00,2374
2023/01/30 06:00:00+00,2023-01-805,Expired,Commercial,Electrical service for irrigation and receptacles on Irving Blvd.  (ESI - Location 0001312871),Electrical Standalone,"100 S Britain Rd, A, Irving TX 75060","$3,000.00",$0.00,0,,2375
2023/01/30 06:00:00+00,2022-11-8743,Expired,Commercial,Annual fire inspections on Vila Brazil fire systems. THIS WAS A TEST PROJECT,Certificate of Occupancy,"2222 N STORY RD, B, IRVING TX 75062","$2,345.00",$0.00,1234,,2376
2023/01/30 06:00:00+00,2023-01-366,Project Finaled / Closed,Commercial,Commercial Interior Remodel,Alteration/Renovation,"909 LAKE CAROLYN PKWY, 1800, IRVING TX 75039","$840,000.00","$4,928.16",10267,2023/06/22 05:00:00+00,2377
2023/01/30 06:00:00+00,2022-12-9553,Expired,Commercial,REFACE EMC MONUMENT 56 SF SIGN,Sign,"2990 REGENT BLVD, IRVING TX 75063","$4,200.00",$150.00,0,,2378
2023/01/30 06:00:00+00,2022-12-9376,Project Finaled / Closed,Commercial,Provide and Install Generator,Generator,"6221 RIVERSIDE DR, 116, IRVING TX 75039","$125,000.00",$195.00,0,2024/10/10 05:00:00+00,2379
2023/02/02 06:00:00+00,2022-12-9387,Project Finaled / Closed,Commercial,Renovation of existing space for new tenant.,Alteration/Renovation,"8222 N BELT LINE RD, 175, IRVING TX 75063","$1,100,000.00","$8,356.33",17409,2023/09/27 05:00:00+00,2380
2023/02/02 06:00:00+00,2022-12-9263,Project Finaled / Closed,Commercial,NEW WALL SIGNS A & B 29.21 SF,Sign,"932 HILLTOP DR, IRVING TX 75060","$1,000.00",$200.00,0,2023/02/08 06:00:00+00,2381
2023/02/02 06:00:00+00,2023-01-658,Project Finaled / Closed,Commercial,Office Space Remodel,Alteration/Renovation,"4600 REGENT BLVD, 100, IRVING TX 75063","$468,105.00","$6,154.56",12822,2023/05/03 05:00:00+00,2382
2023/02/02 06:00:00+00,2023-02-847,Project Finaled / Closed,Commercial,Gas test,Plumbing Standalone,"2950 N BELT LINE RD, IRVING TX 75062",$200.00,$65.00,100,2023/02/06 06:00:00+00,2383
2023/02/02 06:00:00+00,2022-12-9285,Project Finaled / Closed,Commercial,split existing Dining area into two areas - One would be private Dining and other will remaining public dining with elec-No CO,Alteration/Renovation,"1220 MARKET PLACE BLVD, IRVING TX 75063","$40,000.00","$1,325.00",580,2023/03/22 05:00:00+00,2384
2023/02/03 06:00:00+00,2023-02-879,Project Finaled / Closed,Commercial,Emergency Stop Valves installation,Plumbing Standalone,"3800 CABELL DR,  IRVING TX 75261",$500.00,$65.00,4,2023/02/21 06:00:00+00,2385
2023/02/03 06:00:00+00,2023-02-897,Project Finaled / Closed,Commercial,New additional HVAC units to provide cooling to existing space. existing RTUs not enough cooling.,Mechanical Standalone,"9155 STERLING ST, 150, IRVING TX ","$10,000.00",$65.00,50,2023/02/22 06:00:00+00,2386
2023/02/06 06:00:00+00,2023-02-906,Project Finaled / Closed,Commercial,INSTALL GAS REGULATORS,Plumbing Standalone,"955 W JOHN W. CARPENTER FWY,  IRVING TX 75039","$4,800.00",$65.00,0,2023/02/07 06:00:00+00,2387
2023/02/06 06:00:00+00,2023-01-736,Expired,Commercial,"install reverse channel logo halo lit w white LED lighting internally power supplies back side of wall, tie into existing circuit located behind logo location",Sign,"5244 BEAR CREEK CT, IRVING TX 75061","$3,200.00",$100.00,22,,2388
2023/02/06 06:00:00+00,2022-12-9185,Expired,Commercial,"INTERIOR REMODEL INCLUDING NON RATED INTERIOR DRYWALL PARTITIONS, ELECTRICAL OUTLETS AND RELOCATION OF EXISTING LIGHTING",Alteration/Renovation,"122 W JOHN W. CARPENTER FWY, 540, IRVING TX 75038","$17,600.00","$1,200.00",1230,,2389
2023/02/06 06:00:00+00,2023-02-872,Expired,Commercial,installation of LED illuminated channel letters,Sign,"8105 N BELT LINE RD, IRVING TX 75063","$1,000.00",$100.00,47.32,,2390
2023/02/07 06:00:00+00,2023-01-534,Project Finaled / Closed,Commercial,"Adding 6 offices and changing flooring
(per GC Cavalry Construction no plumbing work)",Alteration/Renovation,"300 DECKER DR, 350, IRVING TX 75062","$65,000.00","$1,440.00",3000,2023/04/06 05:00:00+00,2391
2023/02/07 06:00:00+00,2023-01-792,Expired,Commercial,Channel letter on raceway to wall,Sign,"4243 W PIONEER DR, IRVING TX 75061","$1,000.00",$100.00,0,,2392
2023/02/07 06:00:00+00,2023-01-819,Project Finaled / Closed,Commercial,Need to replace the 1'' irrigation backflow.,Plumbing Standalone,"301 W IRVING BLVD, IRVING TX 75060","$1,500.00",$65.00,15,2023/03/10 06:00:00+00,2393
2023/02/07 06:00:00+00,2023-02-949,Project Finaled / Closed,Commercial,"SET UP DATE: 02/07/2023 & TAKE DOWN : 02/20/2023
BANNER LETTERING: TACOMEX LAS COLINAS NOW OPEN
CO #- 2022-09-7053",Banner,"5330 N MACARTHUR BLVD, 138, IRVING TX 75038",$100.00,$50.00,0,2023/02/21 06:00:00+00,2394
2023/02/07 06:00:00+00,2023-02-957,Project Finaled / Closed,Commercial,Irrigation system,Irrigation Permit,"9000 FREEPORT,  TX ","$72,844.00",$160.00,35000,2023/10/31 05:00:00+00,2395
2023/02/07 06:00:00+00,2023-02-956,Expired,Commercial,Removing Romex wiring and replacing it with new wiring,Electrical Standalone,"2201 Parkside Ave, 165, Irving TX 75061","$1,500.00",$65.00,100,,2396
2023/02/07 06:00:00+00,2023-02-959,Project Finaled / Closed,Commercial,Replace like for like (1) 15 ton RTU,Mechanical Standalone,"934 E IRVING BLVD, IRVING TX 75060","$7,500.00",$65.00,2000,2023/03/01 06:00:00+00,2397
2023/02/07 06:00:00+00,2022-06-4342,Project Finaled / Closed,Commercial,"Interior Reconfiguration
(W/ MEP'S, NO C/O)",Alteration/Renovation,"909 N O'CONNOR RD, IRVING TX 75061","$620,000.00",$0.00,10492,2023/11/30 06:00:00+00,2398
2023/02/07 06:00:00+00,2022-12-9266,Expired,Commercial,"NEW PARKING SPACES (RESURFACING WITH NEW CONCRETE & STRIPPING NEW PARKING SPACES, EXPANDING PARKING LOT; CURRENTLY PARKING AREA IS ASPHALT, GRAVEL AND GRASS WITH NO STRIPPED PARKING SPACES).  **TABS2023006106**",Flatwork,"2121 REGENCY DR, IRVING TX 75062","$250,000.00",$150.00,18644,,2399
2023/02/08 06:00:00+00,2023-02-996,Project Finaled / Closed,Commercial,UNSTALL SPRINKLER SYSTEM,Irrigation Permit,"1615 W IRVING BLVD, IRVING TX 75060","$20,000.00",$160.00,0,2023/04/24 05:00:00+00,2400
2023/06/08 05:00:00+00,2023-05-4420,Expired,Commercial,"install 23 concrete piers, 2 exterior breakouts",Foundation Repair,"4003 N BELT LINE RD, 3802, IRVING TX 75038","$10,687.93",$125.00,4713,,2401
2023/06/08 05:00:00+00,2023-05-4460,Expired,Commercial,install 19 concrete piers,Foundation Repair,"4003 N BELT LINE RD, 3806, IRVING TX 75038","$8,942.65",$125.00,5615,,2402
2023/06/08 05:00:00+00,2023-05-4516,Expired,Commercial,install 18 concrete piers,Foundation Repair,"4003 N BELT LINE RD, 3800, IRVING TX 75038","$8,566.05",$125.00,6055,,2403
2023/06/08 05:00:00+00,2023-06-4933,Expired,Commercial,Replacing old 5 HVAC units with new 5 HVAC new units with the same manufacture and tonnage.,Mechanical Standalone,"2000 Westridge Dr, Irving TX 75038","$50,000.00",$65.00,18000,,2404
2023/06/08 05:00:00+00,2023-06-4937,Expired,Commercial,"Install 1 VAV to existing Square duct and room, for server room",Mechanical Standalone,"600 E LAS COLINAS BLVD, IRVING TX 75039","$2,500.00",$65.00,85,,2405
2023/06/08 05:00:00+00,2023-06-4941,Expired,Commercial,GAS REPAIR/ TEST,Plumbing Standalone,"901 W WALNUT HILL LN, IRVING TX 75038","$10,000.00",$65.00,0,,2406
2023/06/08 05:00:00+00,2023-05-3528,Project Finaled / Closed,Commercial,reface existing monument structure with new non lit aluminum pan faces with vinyl graphics,Sign,"6301 E CAMPUS CIRCLE DR, IRVING TX 75063","$1,200.00",$50.00,38.28,2023/08/21 05:00:00+00,2407
2023/06/08 05:00:00+00,2023-05-3530,Project Finaled / Closed,Commercial,reface monument with new 1'' deep aluminum pan,Sign,"6341 E CAMPUS CIRCLE DR, IRVING TX 75063","$1,200.00",$50.00,39.44,2023/08/21 05:00:00+00,2408
2023/06/08 05:00:00+00,2023-05-3533,Project Finaled / Closed,Commercial,install 2'' deep non lit pan sign on building front elevation,Sign,"6301 E CAMPUS CIRCLE DR, IRVING TX 75063","$1,200.00",$100.00,10,2023/08/21 05:00:00+00,2409
2023/06/08 05:00:00+00,2023-05-3538,Project Finaled / Closed,Commercial,install 2'' deep aluminum pan sign on building front elevation,Sign,"6341 E CAMPUS CIRCLE DR, IRVING TX 75063","$1,200.00",$100.00,10,2023/08/21 05:00:00+00,2410
2023/06/08 05:00:00+00,2023-06-4890,Expired,Commercial,Backflow replacement,Irrigation Permit,"1330 N BELT LINE RD, IRVING TX 75061","$5,000.00",$160.00,0,,2411
2023/06/08 05:00:00+00,2023-06-4945,Expired,Commercial,"electrical release for ONCOR
PERMANENT SERVICE RELEASE FOR EXISTING CUSTOMER, NO WORK WAS DONE",Electrical Standalone,"416 E IRVING BLVD, IRVING TX 75060",$0.00,$65.00,1700,,2412
2023/06/08 05:00:00+00,2023-04-3339,Expired,Commercial,"INSTALLING A PEDESTRIAN SIDEWALK/RAMP WITHIN VALLEY RANCH ASSOCIATION COMMON AREA, WORK WILL BE BEHIND THE PROPERTY AT 200 WELLINGTON RD (it will connect from the existing sidewalk off of E Valley Ranch Pkwy and to the existing sidewalk off of Valley Ranch Canal Trails).",Flatwork,"8751 E VALLEY RANCH PKWY, IRVING TX 75063","$28,000.00",$65.00,1400,,2413
2023/06/08 05:00:00+00,2023-06-4917,Expired,Commercial,92 SF WALL SIGN,Sign,"3601 REGENT BLVD, 150, IRVING TX 75063","$2,000.00",$150.00,92,,2414
2023/06/08 05:00:00+00,2023-06-4916,Project Finaled / Closed,Commercial,"INSTALLATION OF LOGO/ADDRESS NUMBERS
*****THIS IS NOT IN IRVING*****",Sign,"2701 ESTERS blvd, IRVING TX 75063",$500.00,$100.00,12,2023/11/01 05:00:00+00,2415
2023/06/08 05:00:00+00,2023-06-4949,Project Finaled / Closed,Commercial,Replace Chillers,Mechanical Standalone,"801 W IRVING BLVD, IRVING TX 75060","$887,600.84",$0.00,0,2024/05/09 05:00:00+00,2416
2023/06/08 05:00:00+00,2023-05-4171,Project Finaled / Closed,Commercial,"Interior finish out of an existing office space 
(W/ELEC & PLBG, NO CO)",Alteration/Renovation,"106 DECKER DR, 110, IRVING TX 75062","$105,000.00","$1,395.84",2908,2023/09/05 05:00:00+00,2417
2023/06/08 05:00:00+00,2023-05-4172,Project Finaled / Closed,Commercial,"Interior finish out of an existing office space
(W/ELEC & PLBG, NO CO)",Alteration/Renovation,"106 DECKER DR, 130, IRVING TX 75062","$104,000.00","$1,200.00",2312,2023/09/05 05:00:00+00,2418
2023/06/08 05:00:00+00,2023-05-4175,Project Finaled / Closed,Commercial,"Interior finish-out of an existing office space
(W/ELEC & PLBG, NO CO)",Alteration/Renovation,"106 DECKER DR, 120, IRVING TX 75062","$122,000.00","$1,378.56",2872,2023/09/05 05:00:00+00,2419
2023/06/09 05:00:00+00,2023-06-4979,Project Finaled / Closed,Commercial,"DEMO WALLS, RELOCATE BREAKROOM PLUMBING, BUILD DEMISING WALL
(W/PLBG, NO C/O)",Alteration/Renovation,"2000 WESTRIDGE DR, 104, Irving TX 75038","$38,000.00","$1,200.00",500,2023/09/18 05:00:00+00,2420
2023/06/09 05:00:00+00,2023-05-4245,Project Finaled / Closed,Commercial,REMODEL OF FITNESS CENTER (LOCKER ROOMS ARE ACROSS THE HALL FROM FITNESS CENTER).  INCLUDES ALL MEP'S & MWF CO.,Alteration/Renovation,"909 LAKE CAROLYN PKWY, 104, IRVING TX 75039","$289,345.00","$1,200.00",2163,2023/09/13 05:00:00+00,2421
2023/06/09 05:00:00+00,2023-06-4953,Project Finaled / Closed,Commercial,REMODEL OF LOCKER ROOMS FOR FITNESS CENTER IN SUITE #104 (LOCKER ROOMS ARE ACROSS THE HALL FROM FITNESS CENTER).  INCLUDES ALL MEP'S,Alteration/Renovation,"909 LAKE CAROLYN PKWY, LOCKER ROOMS, IRVING TX 75039","$200,000.00","$1,200.00",994,2023/09/13 05:00:00+00,2422
2023/06/09 05:00:00+00,2023-05-4001,Project Finaled / Closed,Commercial,"Add/Extend Electrical Room/Add Power as Required for New Generator. (Existing Generator Permit associated with this application is #2022-12-9376) (BLDG, ELEC & MECH WORK, NO C/O)",Alteration/Renovation,"6221 RIVERSIDE DR, 116, IRVING TX 75039","$40,000.00","$1,200.00",900,2024/05/16 05:00:00+00,2423
2023/06/09 05:00:00+00,2023-06-4808,Expired,Commercial,"***PHASE 1***  Concrete repairs 8,236 SF WITH 277 LF CURB (4 AREAS)",Flatwork,"400 W INTERSTATE HWY 635, IRVING TX 75063","$63,510.00",$65.00,8513,,2424
2023/06/09 05:00:00+00,2023-06-4811,Expired,Commercial,"***PHASE 2*** Concrete repairs 10,192 SF WITH 184 LF CURB (2 AREAS) (on the IH 635 frontage side)",Flatwork,"400 W INTERSTATE HWY 635, Irving TX 75063","$63,510.00",$65.00,8236,,2425
2023/06/09 05:00:00+00,2023-06-4813,Expired,Commercial,***PHASE 3***  Concrete repairs 260 SF (1 AREA) AT THE ENTRANCE OFF OF IH 635 (NOT IN THE DRIVE APPROACH),Flatwork,"400 W INTERSTATE HWY 635, Irving TX 75036","$1,940.00",$65.00,260,,2426
2023/06/09 05:00:00+00,2023-06-5011,Project Finaled / Closed,Commercial,install FACE-LIT CHANNEL LETTERS on BACKER PAN PANEL - north elevation,Sign,"7880 BENT BRANCH DR, 150, IRVING TX 75063","$1,500.00",$200.00,124,2023/08/09 05:00:00+00,2427
2023/06/12 05:00:00+00,2023-06-5017,Project Finaled / Closed,Commercial,"FIVE NEW WALL SIGNS AND ONE REFACE MONUMENT:
1 - 31SF MONUMENT REFACE
2 - 35SF WALL SIGNS
3 - 8SF WALL SIGNS",Sign,"3165 REGENT BLVD, IRVING TX 75063",$500.00,$550.00,25,2023/06/21 05:00:00+00,2428
2023/06/12 05:00:00+00,2023-06-4998,Expired,Commercial,Silicone coating with bleed blocker over existing roof with replacement of coping,Roof,"515 E IRVING BLVD, IRVING TX 75060","$62,717.01",$150.00,6337,,2429
2023/06/12 05:00:00+00,2023-06-4845,Project Finaled / Closed,Commercial,Construct 195Lf of stone retaining wall. Max. ht. 5',Retaining Wall,"1307 N BELT LINE RD, IRVING TX 75061","$27,000.00",$222.40,0,2023/09/18 05:00:00+00,2430
2023/06/12 05:00:00+00,2023-06-5030,Project Finaled / Closed,Commercial,Non illuminated logo.  NEW 198.85SF WALL SIGN,Sign,"5101 N O'CONNOR BLVD, IRVING TX 750309","$3,000.00",$200.00,198.85,2023/12/18 06:00:00+00,2431
2023/06/12 05:00:00+00,2023-06-5031,Project Finaled / Closed,Commercial,Non illuminated logo.  NEW 198.85sf wall sign,Sign,"5101 N O'CONNOR BLVD, IRVING TX 75039","$3,000.00",$200.00,198.85,2023/12/14 06:00:00+00,2432
2023/06/12 05:00:00+00,2023-06-5013,Project Finaled / Closed,Commercial,"Installing lighted signs.  TWO NEW WALL SIGNS, ONE IS 25SF AND THE OTHER IS 60SF",Sign,"4455 Regent Blvd, Irving TX 75063","$3,500.00",$250.00,85,2023/07/19 05:00:00+00,2433
2023/06/12 05:00:00+00,2023-05-3940,Project Finaled / Closed,Commercial,"RAISE ELEVATION ON FRONT OF THE BUILDING
50SF REFACE WALL SIGN",Alteration/Renovation,"109 S MAIN ST, IRVING TX 75060","$14,500.00",$115.00,193,2023/07/07 05:00:00+00,2434
2023/06/12 05:00:00+00,2023-03-1695,Project Finaled / Closed,Commercial,"Feng Cha is a 1135sf franchise bubble tea cafe including a kitchen, service bar area and seating area, and bathroom",Alteration/Renovation,"2612 N BELT LINE RD, IRVING TX 75062","$90,000.00","$1,325.00",488,2023/10/25 05:00:00+00,2435
2023/06/12 05:00:00+00,2023-05-3567,Expired,Commercial,"** DUMPSTER ENCLOSURE**
REPLACE 8' X 8' WOOD FENCE",Fence,"4303 MARIPOSA DR, IRVING TX 75038","$1,250.00",$150.00,0,,2436
2023/06/13 05:00:00+00,2023-02-1074,Project Finaled / Closed,Commercial,"INTERIOR REMODEL FOR A RESTAURANT (scope includes demolition, new walls, finishes, new restrooms, FF&E).  (INCLUDES ALL MEP'S)  **A MAXIMUM OF 18 SEATS ARE ALLOWED.**",Alteration/Renovation,"6550 N MACARTHUR BLVD, 120, IRVING TX 75039","$270,000.00","$1,200.00",2060,2023/11/09 06:00:00+00,2437
2023/06/13 05:00:00+00,2023-06-5035,Project Finaled / Closed,Commercial,installing irrigation system,Irrigation Permit,"3311 N BELT LINE RD, IRVING TX 75062","$7,500.00",$160.00,10000,2023/09/06 05:00:00+00,2438
2023/06/13 05:00:00+00,2023-06-4855,Expired,Commercial,"Shell only of addition with MEP's
(Value, Permit Fee  on permit # B2105-0337)",Addition,"2323 CHEYENNE ST, IRVING TX 75062",$0.00,$110.00,0,,2439
2023/06/13 05:00:00+00,2023-06-4939,Project Finaled / Closed,Commercial,Install new D/F internally illuminated directional sign on new footer,Sign,"3301 N BELT LINE RD, IRVING TX 75062","$2,000.00",$100.00,3.16,2023/08/15 05:00:00+00,2440
2023/06/13 05:00:00+00,2023-05-4173,Project Finaled / Closed,Commercial,"Spec space- no tenant
(W/ELEC & PLBG, NO CO)",Alteration/Renovation,"104 DECKER DR, 325, IRVING TX 75062","$20,000.00","$2,250.73",4689,2023/10/23 05:00:00+00,2441
2023/06/13 05:00:00+00,2023-05-4174,Project Finaled / Closed,Commercial,"Interior Finish-Out of an existing office space 
(W/ELEC & PLBG, NO CO)",Alteration/Renovation,"104 DECKER DR, 350, IRVING TX 75062","$27,000.00","$1,860.96",3877,2023/10/23 05:00:00+00,2442
2023/06/13 05:00:00+00,2023-06-4654,Expired,Commercial,one set of channel letters,Sign,"5901 HIGH POINT DR, 150, IRVING TX 75038","$1,800.00",$100.00,42.27,,2443
2023/06/13 05:00:00+00,2023-06-4664,Expired,Commercial,one set of channel letters,Sign,"5901 HIGH POINT DR, 150, IRVING TX 75038","$1,800.00",$100.00,42.27,,2444
2023/06/13 05:00:00+00,2023-05-3675,Project Finaled / Closed,Commercial,Replace existing wood deck with code compliant structure,Deck,"316 W LAS COLINAS BLVD, 100, IRVING TX 75039","$15,000.00",$0.00,140,2023/12/27 06:00:00+00,2445
2023/06/13 05:00:00+00,2023-03-1853,Project Finaled / Closed,Commercial,Finishing out of a shell office/warehouse,Alteration/Renovation,"3080 Rock Island Rd, Irving TX 75060","$200,000.00","$2,525.76",5262,,2446
2023/06/13 05:00:00+00,2023-06-5106,Project Finaled / Closed,Commercial,replace gas line via excavation of trench up to 40 feet,Plumbing Standalone,"8516 ESTERS BLVD, IRVING TX 75063","$1,950.00",$65.00,20,2023/06/16 05:00:00+00,2447
2023/06/13 05:00:00+00,2023-03-2502,Project Finaled / Closed,Commercial,"Lobby bar renovation on level 01 including finish upgrades and the relocation of the existing lobby bar within the same space.
(ONLY ELECTRICAL AND PLUMBING SUB-CONTRACTORS ON THIS PROJECT   W/EXISTING C/O)",Alteration/Renovation,"4150 N MACARTHUR BLVD, 1ST FLR, IRVING TX 75038","$950,000.00","$1,325.00",2400,2024/01/04 06:00:00+00,2448
2023/06/13 05:00:00+00,2023-03-2506,Project Finaled / Closed,Commercial,"Renovation of existing guestroom and meeting room space into a new club lounge on Level 02.
W/ MEP'S, EXISTING C/O)",Alteration/Renovation,"4150 N MACARTHUR BLVD, 2ND FLR, IRVING TX 75038","$660,000.00","$1,325.00",2000,2024/02/28 06:00:00+00,2449
2023/06/14 05:00:00+00,2023-06-5114,Project Finaled / Closed,Commercial,Gas test for meter release,Plumbing Standalone,"3311 W AIRPORT FWY, IRVING TX 75062","$1,800.00",$65.00,1000,2023/08/09 05:00:00+00,2450
2023/04/30 05:00:00+00,2023-04-3494,Project Finaled / Closed,Commercial,West & East elevation - install LED channel letters on a backplate wireway mounted,Sign,"1030 W JOHN W. CARPENTER FWY, IRVING TX 75038","$1,500.00",$200.00,34.37,2023/06/21 05:00:00+00,2451
2023/04/11 05:00:00+00,2023-04-2791,Project Finaled / Closed,Commercial,Replace ductless mini split system,Mechanical Standalone,"7845 N MACARTHUR BLVD, IRVING TX 75063","$7,000.00",$65.00,200,2023/06/14 05:00:00+00,2452
2023/04/18 05:00:00+00,2023-04-3088,Expired,Commercial,FABRICATE AND INSTALL LIGHTED CHANNEL LETTER SIGN,Sign,"6330 COMMERCE DR,  IRVING TX 75063","$3,900.00",$100.00,13.2,,2453
2023/03/31 05:00:00+00,2023-03-2488,Expired,Commercial,Front Lit channel letters with back plate,Sign,"701 W JOHN W CARPENTER FWY, 200, IRVING TX 75039","$2,600.00",$200.00,169,,2454
2023/06/01 05:00:00+00,2023-06-4652,Project Finaled / Closed,Commercial,Current building has one roof in place.  Over existing roof mechanically attached a cover board.  Mechanically attach .060 TPO membrane. Replace all roof related sheet metal flashings and trim,Roof,"8300 Esters Blvd, Irving TX 75063","$446,210.00",$150.00,53900,2024/01/23 06:00:00+00,2455
2023/05/09 05:00:00+00,2023-02-1082,Expired,Commercial,"MINOR HVAC,ELECTRICAL NEW PARTITION WALL PAINT AND CARPET AT NEW AREA(existing tenant)
(PER GC NO MECHANICAL WORK BEING DONE)",Alteration/Renovation,"6021 CONNECTION DR, 2ND FLR, IRVING TX 75039","$84,838.00","$2,279.53",4749,,2456
2023/05/19 05:00:00+00,2023-05-4070,Project Finaled / Closed,Commercial,Replacing sewer line 40 foot tunnel.,Plumbing Standalone,"8402 STERLING ST, IRVING TX 75063","$60,000.00",$65.00,0,2023/06/22 05:00:00+00,2457
2023/04/18 05:00:00+00,2023-04-3122,Project Finaled / Closed,Commercial,Installed 2 new tankless water heaters,Plumbing Standalone,"530 W INTERSTATE HWY 635, IRVING TX 75063","$12,000.00",$65.00,0,2023/04/24 05:00:00+00,2458
2023/05/01 05:00:00+00,2023-04-3503,Expired,Commercial,"90' 2"" Domestic Water / 20' 4"" Sanitary Sewer w/Cleanout / 280' 18"" HDPE Storm / 620' 12"" HDPE Storm",Plumbing Standalone,"2101 GATEWAY DR, IRVING TX 75038","$40,000.00",$401.00,16219,,2459
2023/04/03 05:00:00+00,2023-04-2519,Project Finaled / Closed,Commercial,Gas test,Plumbing Standalone,"3542 W AIRPORT FWY, IRVING TX 75061","$2,000.00",$65.00,5000,2023/04/04 05:00:00+00,2460
2023/05/19 05:00:00+00,2023-05-4234,Project Finaled / Closed,Commercial,CLEAN & SHOW FOR RECENTLY VACATED SPACE,Electrical Standalone,"310 W LAS COLINAS BLVD, 110, IRVING TX 75039",$0.00,$0.00,0,2023/05/24 05:00:00+00,2461
2023/04/11 05:00:00+00,2023-02-915,Expired,Commercial,Double side monument (Sign A.1) & (SIGN A.2),Sign,"4801 N Belt Line Rd, IRVING TX 75038","$5,000.00",$100.00,20,,2462
2023/06/01 05:00:00+00,2023-05-4616,Project Finaled / Closed,Commercial,Install attached illuminated wall sign,Sign,"2331 W SHADY GROVE RD, IRVING TX 75060","$7,350.00",$100.00,49,2023/06/14 05:00:00+00,2463
2023/05/09 05:00:00+00,2023-04-3382,Project Finaled / Closed,Commercial,"Install 5 new carport structures (including 6 covered parking spaces per structure) across from buildings 2601, 2603, 2611, 2613, and 2619.",Accessory Structure,"2615 W WALNUT HILL LN, IRVING TX 75038","$40,000.00","$2,799.36",5832,2023/06/13 05:00:00+00,2464
2023/04/18 05:00:00+00,2023-04-3121,Project Finaled / Closed,Commercial,Install new rooftop package unit,Mechanical Standalone,"3754 IRVING MALL, IRVING TX 75062","$10,000.00",$65.00,1500,2023/06/15 05:00:00+00,2465
2023/05/01 05:00:00+00,2023-04-3392,Project Finaled / Closed,Commercial,Repair Parking lot,Flatwork,"3024 TUDOR LN, IRVING TX 75060","$23,700.00",$65.00,0,2023/05/16 05:00:00+00,2466
2023/04/03 05:00:00+00,2023-04-2526,Expired,Commercial,Gas pressure test,Plumbing Standalone,"828 N BELT LINE RD, IRVING TX 75061","$2,500.00",$65.00,0,,2467
2023/05/19 05:00:00+00,2023-05-4195,Expired,Commercial,install one set of illuminarted channel letters wall sign,Sign,"605 N MEADOW CREEK DR, IRVING TX 75038","$4,500.00",$100.00,29.57,,2468
2023/04/11 05:00:00+00,2023-02-917,Expired,Commercial,Wall Canopy Sign (Sign B236),Sign,"4801 N Belt Line Rd, IRVING TX 75038","$3,000.00",$100.00,21,,2469
2023/06/01 05:00:00+00,2023-06-4662,Project Finaled / Closed,Commercial,Installed plumbing to kitchen equipment.,Plumbing Standalone,"2224 E AIRPORT FWY, IRVING TX 75061","$2,000.00",$65.00,0,2023/06/23 05:00:00+00,2470
2023/05/09 05:00:00+00,2023-05-3799,Expired,Commercial,"We request electrical permit for new 200 Amps service at the location to hook up 100 Amps.
Electrical permit for 01 stand alone Charger in the parking lot of the property",Electrical Standalone,"2323 IMPERIAL DR, IRVING TX 75062",$500.00,$140.00,1,,2471
2023/04/19 05:00:00+00,2023-04-3125,Expired,Commercial,"Installing a 200 amp 480 volt 3 phase panel, 200amp 120 volt 3 phase panel & 1 75 kva step down transformer",Electrical Standalone,"400 E ROYAL LN, 111, IRVING TX 75039","$11,000.00",$65.00,18000,,2472
2023/04/19 05:00:00+00,2023-04-3140,Project Finaled / Closed,Commercial,removed unused gas pipe and performed Air pressure test on existing gas line for suite 130,Plumbing Standalone,"7707 N MACARTHUR BLVD, 130, IRVING TX 75063","$1,500.00",$65.00,1,2023/04/20 05:00:00+00,2473
2023/04/19 05:00:00+00,2023-04-2673,Project Finaled / Closed,Commercial,"Building of new Spec Office Suite
(W/MEP'S, No C/O)",Alteration/Renovation,"4651 W John W Carpenter Fwy, 100, Irving TX 75063","$700,000.00","$3,161.76",6536,2023/12/13 06:00:00+00,2474
2023/04/19 05:00:00+00,2023-04-2650,Expired,Commercial,Install front lit channel letter set and connect to existing service,Sign,"7707 N MACARTHUR BLVD, 110, IRVING TX 75063","$8,000.00",$150.00,0,,2475
2023/04/19 05:00:00+00,2023-03-2378,Project Finaled / Closed,Commercial,replace existing sign  non-illuminated channel letters attached over store front entrance,Sign,"3050 W STORY RD,  IRVING TX 75038","$3,000.00",$100.00,46.25,2023/05/19 05:00:00+00,2476
2023/04/19 05:00:00+00,2023-04-3144,Expired,Commercial,Replace 3 tab portion of church roof.,Roof,"1118 E UNION BOWER RD, IRVING TX 75061","$19,534.64",$150.00,4200,,2477
2023/04/20 05:00:00+00,2023-04-3172,Project Finaled / Closed,Commercial,"Removing the existing roof membrane to the coverboard.  Install 1/2"" densdeck and recover with a TPO membrane system.",Roof,"1331 E AIRPORT FWY, IRVING TX 75062","$947,742.00",$150.00,154000,2023/09/26 05:00:00+00,2478
2023/04/20 05:00:00+00,2023-04-3004,Project Finaled / Closed,Commercial,Replace RPZ in back room,Plumbing Standalone,"8400 N BELT LINE RD, IRVING TX 75063",$500.00,$65.00,10,2023/05/01 05:00:00+00,2479
